Source Country,Country,Distri rrondissement/County,State/Region (ISO 3166-2),Abv,Subregion,Pop,Type,Metro Area,Sub Country,lookup,Census Year,,Subtype,Admin Level,Region (ISO 3166-2),Primary Name,Direct Subtype,Direct Admin,Direct Region ISO,Direct Primary,County Subtype,County Admin,County Region ISO,County Primary,Region Subtype,Region Admin,Region Region ISO,Region Primary,Confidence,Score,Resolved Region ISO
Ethiopia,Ethiopia,Kebri Beyah,Somali,,,242880,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Kebri Dehar,Somali,,,200228,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Filtu,Somali,,,189803,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Fik,Somali,,,189442,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Degehabur,Somali,,,170713,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Dolo Odo,Somali,,,166118,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Gunagudo,Somali,,,164233,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Gode,Somali,,,163894,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Shinile,Somali,,,150900,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Boh,Somali,,,150152,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Geladin,Somali,,,142512,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Aware,Somali,,,141011,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Gashamo,Somali,,,138537,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Weyib,Somali,,,136869,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Bare,Somali,,,135360,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Dolobay,Somali,,,122543,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Adadilo,Somali,,,120814,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Denbel,Somali,,,120798,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Imiberi,Somali,,,119599,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Harshin,Somali,,,117187,District,,,#N/A,,SomaliEthiopia,,,,,locality,,ET-SO,Harshilin,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,LOW,0.875,ET-SO
Ethiopia,Ethiopia,Afder,Somali,,,115129,District,,,#N/A,,SomaliEthiopia,,,,,county,2,ET-SO,Afder,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,HIGH,1.0,ET-SO
Ethiopia,Ethiopia,Erer,Somali,,,113929,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Kelafo,Somali,,,113668,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Babile,Somali,,,112198,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Mulo,Somali,,,103767,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Debewoin,Somali,,,102287,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Afdem,Somali,,,95640,District,,,#N/A,,SomaliEthiopia,,,,,county,2,ET-SO,Afder,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,LOW,0.8,ET-SO
Ethiopia,Ethiopia,Hamero,Somali,,,87464,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Ayisha,Somali,,,85155,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Warder,Somali,,,85005,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Degehamedo,Somali,,,84482,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Shilabo,Somali,,,83701,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Serer,Somali,,,83627,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Goro Bekeksa,Somali,,,74532,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Mustahil,Somali,,,72199,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Shekosh,Somali,,,71346,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Mirab Imi,Somali,,,70496,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Danot,Somali,,,68383,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Gerbo,Somali,,,66476,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Udet,Somali,,,63124,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Kersa Dula,Somali,,,62352,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Ferfer,Somali,,,57159,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Selehad,Somali,,,49333,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Gursum,Somali,,,40233,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Dihun,Somali,,,36496,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Segeg,Somali,,,35269,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Danan,Somali,,,35148,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Guradamole,Somali,,,28782,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Legehida,Somali,,,25469,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Meyu Muluke,Somali,,,17721,District,,,#N/A,,SomaliEthiopia,,,,,,,,,,,,,region,1,ET-SO,ሶማሌ ክልል Somali صومالى,NONE,0.0,ET-SO
Ethiopia,Ethiopia,Gimbo,South West,,,130328,District,Bonga,,Bonga,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Bonga,South West,,,56045,Town,Bonga,,Bonga,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Chena,South West,,,222310,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Yeki,South West,,,209337,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Mareka,South West,,,190009,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Decha,South West,,,175261,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Shay Bench,South West,,,160031,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Debub Bench,South West,,,152945,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Loma,South West,,,147556,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Semen Bench,South West,,,145932,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Menjiwo,South West,,,144128,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Tocha,South West,,,142959,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Konta,South West,,,129665,District,,,#N/A,,South WestEthiopia,,,,,county,2,ET-SW,Konta,,,,,region,1,ET-SW,የደቡብ ምዕራብ ኢትዮጵያ ህዝቦች ክልል South West Ethiopia Peoples' Region إقليم شعوب جنوب غرب إثيوبيا,HIGH,1.0,ET-SW
Ethiopia,Ethiopia,Meinit Goldeya,South West,,,119144,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Gesha Deka,South West,,,115451,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Genabosa,South West,,,114558,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Bita,South West,,,100830,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Gewata,South West,,,96270,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Mizan Aman,South West,,,91437,Town,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Isara,South West,,,90093,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Telo,South West,,,87160,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Sheko,South West,,,71742,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Masha,South West,,,62514,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Meinit Shasha,South West,,,60197,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Sayilem,South West,,,55991,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Guraferda,South West,,,52791,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Maji,South West,,,47168,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Cheta,South West,,,44479,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Anderacha,South West,,,34834,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Surma,South West,,,33264,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Bero,South West,,,18523,District,,,#N/A,,South WestEthiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Arba Minch,Southern (SNNPR),,,201049,Town,Arba Minch,,Arba Minch,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Hosaena,Southern (SNNPR),,,188192,Town,Hossana,,Hossana,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Lemo,Southern (SNNPR),,,157107,District,Hossana,,Hossana,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Sodo Zuria,Southern (SNNPR),,,211629,District,Wolaita Sodo,,Wolaita Sodo,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Sodo,Southern (SNNPR),,,204121,Town,Wolaita Sodo,,Wolaita Sodo,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Abeshge,Southern (SNNPR),,,79901,District,Wolkite,,Wolkite,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Welkite,Southern (SNNPR),,,77514,Town,Wolkite,,Wolkite,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kebena,Southern (SNNPR),,,68135,District,Wolkite,,Wolkite,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Alaba,Southern (SNNPR),,,339423,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,county,2,nan,Alaba,,,,,region,1,nan,ደቡብ ኢትዮጵያ ክልላዊ መንግስት South Ethiopia Regional State ولاية جنوب إثيوبيا الإقليمية,HIGH,1.0,nan
Ethiopia,Ethiopia,Konso,Southern (SNNPR),,,318819,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Debub Ari,Southern (SNNPR),,,316792,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Boloso Sore,Southern (SNNPR),,,301147,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Yirgachefe,Southern (SNNPR),,,274952,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Soro,Southern (SNNPR),,,269031,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Silti,Southern (SNNPR),,,252929,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Damot Gale,Southern (SNNPR),,,230022,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Enemorna Ener,Southern (SNNPR),,,227373,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Mesekan,Southern (SNNPR),,,218370,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Bonke,Southern (SNNPR),,,215775,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Arba Minch Zuriya,Southern (SNNPR),,,214020,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kemba,Southern (SNNPR),,,209433,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Misrak Badawacho,Southern (SNNPR),,,207413,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Amaro,Southern (SNNPR),,,206022,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Derashe,Southern (SNNPR),,,204041,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kucha,Southern (SNNPR),,,201296,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Gedeb,Southern (SNNPR),,,197082,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Sodo,Southern (SNNPR),,,194253,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kochire,Southern (SNNPR),,,184439,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Misha,Southern (SNNPR),,,173844,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Humbo,Southern (SNNPR),,,171818,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kacha Bira,Southern (SNNPR),,,169895,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Lanfuro,Southern (SNNPR),,,168248,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Duna,Southern (SNNPR),,,166826,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Wenago,Southern (SNNPR),,,163828,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Chencha,Southern (SNNPR),,,163789,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Cheha,Southern (SNNPR),,,163307,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Melekoza,Southern (SNNPR),,,161164,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Hadero Tunito,Southern (SNNPR),,,160666,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Dila,Southern (SNNPR),,,158795,Town,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Gibe,Southern (SNNPR),,,149118,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Tembaro,Southern (SNNPR),,,147876,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Shashago,Southern (SNNPR),,,146246,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kindo Koyisha,Southern (SNNPR),,,145165,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Bule,Southern (SNNPR),,,144474,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Damot Pulasa,Southern (SNNPR),,,144197,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Ofa,Southern (SNNPR),,,142636,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Damot Sore,Southern (SNNPR),,,139440,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Deguna Fanigo,Southern (SNNPR),,,130244,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kindo Didaye,Southern (SNNPR),,,128892,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Dila Zuria,Southern (SNNPR),,,128050,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Damot Woyide,Southern (SNNPR),,,126510,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Dalocha,Southern (SNNPR),,,126233,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kokir Gedabano,Southern (SNNPR),,,124073,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Angacha,Southern (SNNPR),,,124035,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Kedida Gamela,Southern (SNNPR),,,122753,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Alicho Werero,Southern (SNNPR),,,121378,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Gomibora,Southern (SNNPR),,,121158,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Deniboya,Southern (SNNPR),,,118721,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Yem,Southern (SNNPR),,,116044,Special District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,county,2,nan,Yem,,,,,region,1,nan,ደቡብ ኢትዮጵያ ክልላዊ መንግስት South Ethiopia Regional State ولاية جنوب إثيوبيا الإقليمية,HIGH,1.0,nan
Ethiopia,Ethiopia,Boloso Bonibe,Southern (SNNPR),,,115883,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Ezha,Southern (SNNPR),,,115608,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Sankura,Southern (SNNPR),,,115263,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Muhor Na Aklil,Southern (SNNPR),,,115149,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Dita,Southern (SNNPR),,,113404,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Doyogena,Southern (SNNPR),,,111623,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Merab Badwacho,Southern (SNNPR),,,111484,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Male,Southern (SNNPR),,,111439,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Deramalo,Southern (SNNPR),,,109842,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
Ethiopia,Ethiopia,Gumer,Southern (SNNPR),,,108369,District,,,#N/A,,Southern (SNNPR)Ethiopia,,,,,,,,,,,,,,,,,NONE,0.0,
