sheet_row,team,city,metro_area,country,level,tier,n_candidates,suggested_if_only_one_has_keys,candidates
6335,Lokomotiv Moscow,Moscow,Moscow,Russia,1,T2a,2,,reep_t7eb13e6a:FC Lokomotiv Moscow:Russia:Q4265827 | reep_tddd08ff9:FC Lokomotiv Moscow:Russia:Q29115
6338,FC Rubin Kazan,Kazan,Kazan,Russia,1,T1,2,,reep_t02eb9c10:Rubin Kazan:Russia:Q105810506 | reep_tc4771634:Rubin Kazan:Russia:Q170040
6347,FC Torpedo Moscow,Moscow,Moscow,Russia,2,T1,2,,reep_t7bd1d9c7:Torpedo Moscow:Russia:Q21644694 | reep_t8752903c:FC Torpedo Moscow:Russia:Q324338
6355,FC Pari Nizhny Novgorod,Nizhny Novgorod,Nizhny Novgorod,Russia,2,T2a,2,,reep_t119bf6b9:FC Nizhny Novgorod:Russia:Q1389008 | reep_tfb5f315a:FC Nizhny Novgorod:Russia:Q20740338
6391,FC Torpedo-ZIL Moscow,Moscow,Moscow,Russia,,T1,2,,reep_t63133a22:FC Torpedo-ZIL Moscow:Russia:Q5425199 | reep_td8eeb018:FC Torpedo-ZIL Moscow:Russia:Q391090
6402,Sibir Novosibirsk,Novosibirsk,Novosibirsk,Russia,,T2a,2,,reep_t2b256f3d:FC Sibir Novosibirsk:Russia:Q725506 | reep_tff73f2da:FC Sibir:Russia:Q64581926
6470,FC Nizhny Novgorod,Nizhny Novgorod,Nizhny Novgorod,Russia,,T1,2,,reep_t119bf6b9:FC Nizhny Novgorod:Russia:Q1389008 | reep_tfb5f315a:FC Nizhny Novgorod:Russia:Q20740338
6479,FC Spartak Vladikavkaz,Vladikavkaz,Vladikavkaz,Russia,,T1,2,reep_t5e0176fa,reep_t5e0176fa:FC Spartak Vladikavkaz:Russia:Q65973164 | reep_tb18225d2:FC Spartak Vladikavkaz:Russia:Q4112976
6564,Rangers,Glasgow,Glasgow,Scotland,1,T1,2,reep_t20b75238,reep_t20b75238:Rangers F.C.:United Kingdom:Q19597 | reep_t9c1883df:Rangers F.C.:United Kingdom:Q112221121
6567,Aberdeen,Aberdeen,Aberdeen,Scotland,1,T1,2,reep_t8e1eee5b,reep_t3033d57a:Aberdeen F.C.:United Kingdom:Q4666922 | reep_t8e1eee5b:Aberdeen F.C.:United Kingdom:Q187326
6575,Partick Thistle,Glasgow,Glasgow,Scotland,2,T2a,2,reep_t2be3b318,reep_t074ac9be:Partick F.C.:United Kingdom:Q68376698 | reep_t2be3b318:Partick Thistle F.C.:United Kingdom:Q822722
6593,Airdrieonians FC,Airdrie,Glasgow,Scotland,3,T1,2,reep_t40cedc23,reep_t40cedc23:Airdrieonians F.C.:United Kingdom:Q408554 | reep_tc58a74b8:Airdrieonians F.C.:United Kingdom:Q1345161
6601,Edinburgh City,Edinburgh,Edinburgh,Scotland,4,T2a,2,reep_td5022bcb,reep_t610abe8a:Edinburgh City F.C.:United Kingdom:Q25172009 | reep_td5022bcb:Edinburgh City F.C.:United Kingdom:Q2283783
6605,Airdrieonians,Glasgow,Glasgow,Scotland,,T2a,2,reep_t40cedc23,reep_t40cedc23:Airdrieonians F.C.:United Kingdom:Q408554 | reep_tc58a74b8:Airdrieonians F.C.:United Kingdom:Q1345161
6608,Clydebank,Glasgow,Glasgow,Scotland,,T2a,4,reep_t4408b820,reep_t4408b820:Clydebank F.C.:United Kingdom:Q955789 | reep_t5b38204e:Clydebank Athletic F.C.:United Kingdom:Q118497243 | reep_t606b7858:Clydebank F.C.:United Kingdom:Q28434525 | reep_tb93eb403:Clydebank F.C.:United Kingdom:Q108196078
6609,Albion Rovers,Glasgow,Glasgow,Scotland,,T2a,2,reep_t79dde9cf,reep_t79dde9cf:Albion Rovers F.C.:United Kingdom:Q656134 | reep_te5e1de05:Albion Rovers F.C.:United Kingdom:Q4712551
6610,Port Glasgow Athletic,Greenock,Greenock,Scotland,,T2a,2,,reep_tcca5ec4a:Port Glasgow F.C.:United Kingdom:Q7230647 | reep_tf3588275:Port Glasgow Athletic F.C.:United Kingdom:Q2778613
6618,Bo'ness,Falkirk,Falkirk,Scotland,,T2a,2,reep_t5101c515,reep_t5101c515:Bo'ness United F.C.:United Kingdom:Q4119230 | reep_tbb96cf27:Bo'ness F.C.:United Kingdom:Q2907478
6632,Nithsdale Wanderers,Sanquhar,Sanquhar,Scotland,,T2a,2,,reep_tc3201a7c:Nithsdale Wanderers F.C.:United Kingdom:Q98455975 | reep_tceb6c20f:Nithsdale Wanderers F.C.:United Kingdom:Q2726770
6678,Johnstone,Glasgow,Glasgow,Scotland,,T2a,2,,reep_t90eeb915:Johnstone F.C.:United Kingdom:Q2105919 | reep_t9136a3bb:Johnstone Athletic F.C.:United Kingdom:Q118497151
6686,Royal Albert,Larkhall,Larkhall,Scotland,,T2a,2,reep_t0b073c45,reep_t0b073c45:Hawick Royal Albert F.C.:United Kingdom:Q938663 | reep_tbee173df:Royal Albert F.C.:United Kingdom:Q7373644
6706,Radnik Surdulica,Surdulica,Surdulica,Serbia,1,T2a,2,,reep_t1eb1df6d:FK Radnički Niš:Serbia:Q1137993 | reep_t2aa9bdfd:FK Radnik Surdulica:Serbia:Q5426356
6734,FK Bačka Bačka Palanka,Bačka Palanka,Bačka Palanka,Serbia,,T2a,2,,reep_t58708f97:OFK Bačka:Serbia:Q284077 | reep_t70dcedaa:FK Bačka 1901:Serbia:Q1257327
6797,Partizán Bardejov,,,Slovakia,,T1,2,reep_t3590cb7a,reep_t3590cb7a:Partizán Bardejov:Slovakia:Q2877479 | reep_tb17472b2:Partizán Bardejov:Slovakia:Q96398458
6823,NK Olimpija,Ljubljana,Ljubljana,Slovenia,1,T1,2,,reep_t1d38b8c5:NK Olimpija Ljubljana:Slovenia:Q31932 | reep_t79e14316:NK Olimpija Ljubljana:Slovenia:Q13363064
6849,NK Dravograd,Dravograd,Dravograd,Slovenia,,T1,2,reep_tca98c69f,reep_tca98c69f:NK Dravograd:Slovenia:Q731550 | reep_te1f42ed9:NK Drava Ptuj:Slovenia:Q691752
6895,Levante UD,Valencia,Valencia,Spain,1,T1,2,,reep_t58ad01ef:Levante UD:Spain:Q61001608 | reep_t88b915a8:Levante UD:Spain:Q8823
6906,Córdoba CF,Cordova,Cordova,Spain,2,T1,2,,reep_t64d0b0e0:Córdoba CF:Spain:Q108906281 | reep_te78aac7a:Córdoba CF:Spain:Q10499
6907,UD Almería,Almería,Almería,Spain,2,T2a,3,reep_teb1fce77,reep_t43948d57:CA Almería:Spain:Q5008932 | reep_teb1fce77:AD Almería:Spain:Q290781 | reep_teb628d42:CP Almería:Spain:Q4891402
6910,Burgos CF,Burgos,Burgos,Spain,2,T1,2,,reep_t1cd1ff2e:Burgos CF:Spain:Q852079 | reep_t2a3d211b:Burgos CF:Spain:Q4998669
6915,AD Ceuta FC,Ceuta,Ceuta,Spain,2,T1,2,reep_t323a3026,reep_t323a3026:AD Ceuta FC:Spain:Q5773365 | reep_tb00702b1:AD Ceuta:Spain:Q290841
6927,SD Huesca,Huesca,Huesca,Spain,3,T2a,2,reep_ta100553f,reep_ta100553f:UD Huesca:Spain:Q6156976 | reep_tea970fc1:Club Deportivo Huesca:Spain:Q54822469
6945,Cacereño,Cáceres,Cáceres,Spain,3,T1,2,reep_tffbd5aff,reep_tee11dad9:CP Cacereño:Spain:Q112630822 | reep_tffbd5aff:CP Cacereño:Spain:Q856415
6955,CD Águilas,Águilas,Lorca,Spain,3,T2a,2,,reep_t77cdf3f8:Águilas FC:Spain:Q9098124 | reep_t9c46f8aa:Águilas CF:Spain:Q290881
6968,Condal,Barcelona,Barcelona,Spain,,T2a,2,reep_t970ab16e,reep_t7fe2c859:Condal Club:Spain:Q650869 | reep_t970ab16e:CD Condal:Spain:Q856083
6969,Atlético Almería,Almería,Almería,Spain,,T2a,3,reep_teb1fce77,reep_t43948d57:CA Almería:Spain:Q5008932 | reep_teb1fce77:AD Almería:Spain:Q290781 | reep_teb628d42:CP Almería:Spain:Q4891402
6972,Atlético Marbella,Marbella,Marbella,Spain,,T2a,2,reep_tbd945804,reep_t4536b5fb:CA Marbella:Spain:Q613222 | reep_tbd945804:UD Marbella:Spain:Q2298585
6993,Linares Deportivo,Linares,Linares,Spain,,T1,2,reep_td708ecda,reep_t1128bcb4:Linares Deportivo:Spain:Q28872508 | reep_td708ecda:Linares Deportivo:Spain:Q5976634
6997,Marbella FC,Marbella,Marbella,Spain,,T2a,2,reep_tbd945804,reep_t4536b5fb:CA Marbella:Spain:Q613222 | reep_tbd945804:UD Marbella:Spain:Q2298585
7060,Club Deportivo Victoria,Tazacorte,Tazacorte,Spain,,T2a,4,,reep_t18a27d34:Club Atlético Victoria:Spain:Q5773347 | reep_t481d2149:Victoria CF:Spain:Q109576829 | reep_t8241248c:CD Vitoria:Spain:Q3681525 | reep_t8b2d85a4:CD Victoria:Spain:Q5010153
7091,Tomelloso CF,Tomelloso,Tomelloso,Spain,,T1,2,,reep_t020d733c:Tomelloso CF:Spain:Q9088182 | reep_td0acde7d:Tomelloso CF:Spain:Q134722426
7098,CE Espanyol,Barcelona,Barcelona,Spain,,T2a-alias,2,reep_tea9b4fb5,reep_t6b0e491a:RCD Espanyol B:Spain:Q32537 | reep_tea9b4fb5:RCD Espanyol de Barcelona:Spain:Q8780
7101,CF Barcelona,Barcelona,Barcelona,Spain,,T2a,2,reep_t69090873,reep_t69090873:FC Barcelona (beach soccer):Spain:Q5424838 | reep_tc7e2759e:FC Barcelona:Spain:
7125,CD Badajoz,Badajoz,Badajoz,Spain,,T2a,2,reep_t88cae991,reep_t2dd0a403:Club Deportivo Badajoz:Spain:Q10862461 | reep_t88cae991:Club Deportivo Badajoz:Spain:Q853043
7130,CP Cacereño,Cáceres,Cáceres,Spain,,T1,2,reep_tffbd5aff,reep_tee11dad9:CP Cacereño:Spain:Q112630822 | reep_tffbd5aff:CP Cacereño:Spain:Q856415
7178,Lorca Atlético,Lorca,Lorca,Spain,,T2a,7,,reep_t3fac5c4f:Lorca CF:Spain:Q754372 | reep_t65e9c7bc:Lorca Fútbol Club:Spain:Q6463150 | reep_t6d9dfa7f:CD Lorca:Spain:Q5773895 | reep_t8b47e1a8:CF Lorca Deportiva:Spain:Q18126658 | reep_t8dc0c8de:CF Lorca Deportiva:Spain:Q661383 | reep_t9a9f6c27:Lorca Deportiva CF:Spain:Q239049 | reep_tf3cdccca:Lorca Atlético CF:Spain:Q1038858
7180,Lorca Deportiva,Lorca,Lorca,Spain,,T2a,7,,reep_t3fac5c4f:Lorca CF:Spain:Q754372 | reep_t65e9c7bc:Lorca Fútbol Club:Spain:Q6463150 | reep_t6d9dfa7f:CD Lorca:Spain:Q5773895 | reep_t8b47e1a8:CF Lorca Deportiva:Spain:Q18126658 | reep_t8dc0c8de:CF Lorca Deportiva:Spain:Q661383 | reep_t9a9f6c27:Lorca Deportiva CF:Spain:Q239049 | reep_tf3cdccca:Lorca Atlético CF:Spain:Q1038858
7181,Lorca FC,Lorca,Lorca,Spain,,T2a,7,,reep_t3fac5c4f:Lorca CF:Spain:Q754372 | reep_t65e9c7bc:Lorca Fútbol Club:Spain:Q6463150 | reep_t6d9dfa7f:CD Lorca:Spain:Q5773895 | reep_t8b47e1a8:CF Lorca Deportiva:Spain:Q18126658 | reep_t8dc0c8de:CF Lorca Deportiva:Spain:Q661383 | reep_t9a9f6c27:Lorca Deportiva CF:Spain:Q239049 | reep_tf3cdccca:Lorca Atlético CF:Spain:Q1038858
7202,Huracán CF,Manises,Manises,Spain,,T2a,2,reep_tadfd6303,reep_tadfd6303:Huracán Valencia CF:Spain:Q1124892 | reep_tafa1a6e9:AD Huracán:Spain:Q4651225
7253,CD Isla Cristina,,,Spain,,T2a,2,,reep_t00a0fd28:Isla Cristina Football Club:Spain:Q105397409 | reep_t8d1a563a:Club Deportivo Isla Cristina:Spain:Q105516672
7254,CD Juvenil,,,Spain,,T2a,2,,reep_t0ec22d60:SD Juvenil:Spain:Q7389517 | reep_t786d642f:Club Deportivo Juvenil:Spain:Q5773848
7265,CD Móstoles,,,Spain,,T2a,2,,reep_t3120aed1:Club Deportivo Móstoles:Spain:Q731425 | reep_td5657de8:Móstoles CF:Spain:Q105081834
7289,CF Lorca Deportiva,,,Spain,,T1,2,,reep_t8b47e1a8:CF Lorca Deportiva:Spain:Q18126658 | reep_t8dc0c8de:CF Lorca Deportiva:Spain:Q661383
7311,Galáctico Pegaso,,,Spain,,T1,2,,reep_tb620e91e:Galáctico Pegaso:Spain:Q10895729 | reep_td807bc2d:Galáctico Pegaso:Spain:Q5519517
7346,Orihuela Deportiva,,,Spain,,T2a,2,reep_t72ebcea0,reep_t2b97163f:Orihuela Deportiva CF:Spain:Q650797 | reep_t72ebcea0:Orihuela CF:Spain:Q637427
7348,Palencia CF,,,Spain,,T1,2,,reep_t316f6bfa:Palencia CF:Spain:Q1228331 | reep_t927e85f1:Palencia CF:Spain:Q110646353
7432,IK Brage,Borlange,Borlange,Sweden,,T1,2,reep_tebd75c1b,reep_tebd75c1b:IK Brage:Sweden:Q1140076 | reep_tf1653347:IK Brage:Sweden:Q120498660
7442,Falkenbergs FF,Falkenberg,Falkenberg,Sweden,,T1,2,reep_t3d25ca35,reep_t016c3c1c:Falkenbergs FF:Sweden:Q120499107 | reep_t3d25ca35:Falkenbergs FF:Sweden:Q1394197
7446,IK Sirius,,,Sweden,,T2a,2,reep_t94521371,reep_t28529ae0:IK Sirius FK:Sweden:Q120411652 | reep_t94521371:IK Sirius FK:Sweden:Q1471336
7537,Sportclub Veltheim,,,Switzerland,,T2a,2,,reep_t325ceb83:SC Veltheim:Switzerland:Q2205582 | reep_t6988434a:FC Veltheim:Switzerland:Q110658924
7626,Trabzonspor,Trabzon,Trabzon,Turkey,1,T1,2,reep_t1b1ff442,reep_t1b1ff442:Trabzonspor:Turkey:Q192641 | reep_tecd9d883:Trabzonspor:Turkey:Q3536136
7637,Erzurumspor,Erzurum,Erzurum,Turkey,1,T1,2,,reep_t0170f403:Erzurumspor:Turkey:Q1366316 | reep_tefea9d10:Erzurumspor F.K.:Turkey:Q2426819
7780,Karpaty Lviv,Lviv,Lviv,Ukraine,1,T2a,2,,reep_t2873dc93:FC Karpaty Lviv:Ukraine:Q223360 | reep_tcf119de7:FC Karpaty Lviv:Ukraine:Q108197622
7788,FC Polissya Zhytomyr,Zhytomyr,Zhytomyr,Ukraine,1,T1,2,reep_tc9d96c00,reep_tc9d96c00:FC Polissya Zhytomyr:Ukraine:Q2036903 | reep_tf9f2705c:FC Polissya Zhytomyr:Ukraine:Q4180720
7797,FC Probiy Horodenka,Horodenka,Kolomyia,Ukraine,2,T1,2,,reep_t596b3fcb:FSC Mariupol:Ukraine:Q56246621 | reep_td0930c81:FC Probiy Horodenka:Ukraine:Q11827243
7817,Hoverla Uzhhorod,Uzhhorod,Uzhhorod,Ukraine,,T2a,2,,reep_t51046aa4:FC Uzhhorod:Ukraine:Q30962897 | reep_tbe771566:FC Hoverla Uzhhorod:Ukraine:Q735624
7822,FC Lviv,Lviv,Lviv,Ukraine,,T1,2,,reep_t4d67db8d:FC Lviv:Ukraine:Q4271000 | reep_tb8750a75:FC Lviv:Ukraine:Q1388961
7883,Karpaty-2 Lviv,Lviv,Lviv,Ukraine,,T2a,2,reep_tdf5f7ba1,reep_t810951d1:FC Karpaty-2 Lviv:Ukraine:Q2034476 | reep_tdf5f7ba1:FC Karpaty-2 Lviv (2022):Ukraine:Q121367189
7894,FK Poltava,Poltava,Poltava,Ukraine,,T2a,2,,reep_t88b33956:FC Poltava:Ukraine:Q2027156 | reep_tce032f11:SC Poltava:Ukraine:Q107653964
7896,FC Sumy,Sumy,Sumy,Ukraine,,T1,2,reep_t2d308610,reep_t2d308610:FC Sumy:Ukraine:Q65195995 | reep_t7965c7eb:FC Sumy:Ukraine:Q2034775
7965,Oswestry Town,Oswestry,Oswestry,Wales,,T2a,2,,reep_t6f38600d:Oswestry Town F.C.:United Kingdom:Q1751307 | reep_t703914bc:F.C. Oswestry Town:United Kingdom:Q24185289
8011,Sporting San José,San José,San José,Costa Rica,1,T2a,2,reep_t16d47065,reep_t16d47065:Sporting Football Club:Costa Rica:Q24828730 | reep_tfd365c0a:Sporting Football Club:Costa Rica:Q115642020
8019,Guadalupe FC,Guadalupe,San José,Costa Rica,,T2a,2,reep_t25b2213d,reep_t25b2213d:Guadalupe Fútbol Club:Costa Rica:Q29588491 | reep_tbe9a4182:Club Sport Guadalupe:Costa Rica:Q5774790
8092,CF América,Mexico City,Mexico City,Mexico,1,T1,2,reep_t09cfec57,reep_t09cfec57:Club América:Mexico:Q459090 | reep_t31961ddd:Club América:Mexico:Q30115940
8094,CD Toluca,Toluca,Mexico City,Mexico,1,T2a,2,reep_tb900dd23,reep_t6496c6f4:Deportivo Toluca F.C.:Mexico:Q30115942 | reep_tb900dd23:Deportivo Toluca F.C.:Mexico:Q670186
8097,Puebla,Puebla,Puebla,Mexico,1,T2a,2,reep_t66310807,reep_t1903cf22:Puebla A.C.:Mexico:Q1699065 | reep_t66310807:Puebla F.C.:Mexico:Q646596
8102,Tigres UANL,Monterrey,Monterrey,Mexico,1,T1,2,reep_tbecd0f2b,reep_t330d0ae9:Tigres UANL:Mexico:Q30115947 | reep_tbecd0f2b:Tigres UANL:Mexico:Q849823
8104,Pachuca CF,Pachuca,Pachuca,Mexico,1,T1,2,reep_tdb48a448,reep_t6a9d9f66:C.F. Pachuca:Mexico:Q30115941 | reep_tdb48a448:CF Pachuca:Mexico:Q736937
8105,Querétaro FC,Querétaro,Querétaro,Mexico,1,T1,3,reep_t18d92e2d,reep_t18d92e2d:Querétaro F.C.:Mexico:Q606210 | reep_t2f493228:Club Querétaro:Mexico:Q97169392 | reep_t4606b771:Querétaro F.C.:Mexico:Q61862315
8106,Club Tijuana,Tijuana,Tijuana,Mexico,1,T1,2,reep_td4e8934c,reep_t41985e0e:Club Tijuana:Mexico:Q60829969 | reep_td4e8934c:Club Tijuana:Mexico:Q1103168
8108,Atlético San Luis,San Luis Potosí,San Luis Potosí,Mexico,1,T2a,2,,reep_tb80067fd:San Luis F.C.:Mexico:Q1103153 | reep_tc3025a4b:Atletico de San Luis:Mexico:Q13408349
8125,Veracruz,Veracruz,Veracruz,Mexico,,T2a,2,,reep_t03fc278c:Atlético de Veracruz:Mexico:Q757479 | reep_td8329374:Atlético Veracruz:Mexico:Q16301550
8134,Colibríes de Morelos,Cuernavaca,Cuernavaca,Mexico,,T1,2,,reep_t8a324a83:Pumas Morelos:Mexico:Q1134577 | reep_ta515ac2f:Colibríes de Morelos:Mexico:Q1023537
8135,Mazatlán FC,Mazatlán,Mazatlán,Mexico,,T2a,2,reep_ta8ec16cf,reep_ta8ec16cf:Mazatlán Fútbol Club:Mexico:Q96045907 | reep_tfc08cb00:México FC:Mexico:Q678862
8136,CD Marte,Cuernavaca,Cuernavaca,Mexico,,T2a,2,reep_t00517c5c,reep_t00517c5c:Club Deportivo Marte:Mexico:Q1103050 | reep_t3b90dd18:Club Marte:Mexico:Q5774386
8140,Potros Neza,Mexico City,Mexico City,Mexico,,T1,2,reep_tcc17c655,reep_t834b6fb8:Potros Neza:Mexico:Q1136057 | reep_tcc17c655:Toros Neza:Mexico:Q2005514
8158,Celaya FC,Celaya,Celaya,Mexico,,T2a,2,,reep_t175c0fac:Atlético Celaya:Mexico:Q757425 | reep_tdec40cf0:Club Celaya:Mexico:Q1052781
8227,San Jose Earthquakes,San Jose,San Francisco-San Jose,United States,1,T1,2,reep_tc5f0758b,reep_tc5f0758b:San Jose Earthquakes:United States:Q575370 | reep_tcc96e7d7:San Jose Earthquakes:United States:Q1095113
8232,Seattle Sounders FC,Seattle,Seattle,United States,1,T1,3,,reep_t104a27c5:Seattle Sounders:United States:Q2091731 | reep_t816bb886:Seattle Sounders FC:United States:Q632511 | reep_tda58dadb:Seattle Sounders:United States:Q956200
8234,Vancouver Whitecaps FC,Vancouver,Vancouver,Canada,1,T1,4,,reep_t03645f25:Vancouver Whitecaps:Canada:Q1090574 | reep_t09372233:Vancouver Whitecaps FC:Canada:Q196107 | reep_t61d9eabc:Vancouver Whitecaps:Canada:Q3567798 | reep_tfade59bd:Vancouver Whitecaps:Canada:Q2008499
8235,Portland Timbers,Portland,Portland,United States,1,T1,4,,reep_t1e49bed6:Portland Timbers:United States:Q1138386 | reep_t70a84844:Portland Timbers:United States:Q1837357 | reep_t732aa5b5:Portland Timbers:United States:Q16025275 | reep_td71e95ad:Portland Timbers:United States:Q1031200
8237,Orlando City,Orlando,Orlando,United States,1,T1,2,,reep_t8b1ef865:Orlando City SC:United States:Q15214308 | reep_tfd57ea9b:Orlando City SC:United States:Q1393746
8240,Minnesota United,St. Paul,Minneapolis,United States,1,T1,2,,reep_t737f7025:Minnesota United FC:United States:Q19828435 | reep_tfbd28de8:Minnesota United FC:United States:Q953046
8244,Nashville SC,Nashville,Nashville,United States,1,T1,2,,reep_t395b612e:Nashville SC:United States:Q24185298 | reep_te74de6f7:Nashville SC:United States:Q47518754
8249,Tampa Bay Rowdies,St. Petersburg (FL),Tampa,United States,2,T1,2,reep_t378abf65,reep_t378abf65:Tampa Bay Rowdies:United States:Q1046445 | reep_tf2efc3a8:Tampa Bay Rowdies:United States:Q1972199
8258,Miami FC,University Park (FL),Miami,United States,2,T1,2,reep_t5d4efdee,reep_t5d4efdee:Miami FC:United States:Q19984972 | reep_td88b7d12:Miami FC:United States:Q25409246
8266,Brooklyn FC,New York,New York,United States,2,T1,3,,reep_t0f4bd5a1:Brooklyn FC:United States:Q124053929 | reep_t460eaec1:Brooklyn F.C.:United States:Q4974824 | reep_t990ea3ba:Brooklyn FC:United States:Q138240237
8267,FC Tulsa,Tulsa,Tulsa,United States,2,T1,2,reep_t9671badb,reep_t844d3882:FC Tulsa:United States:Q5425206 | reep_t9671badb:FC Tulsa:United States:Q16858470
8281,New York Cosmos 2026,Paterson,New York,United States,3,T2a,3,reep_td95e77bc,reep_t7b6de092:New York Cosmos:United States:Q646135 | reep_td95e77bc:New York Cosmos:United States:Q13405481 | reep_te923b234:New York Cosmos:United States:Q133270567
8293,New York Cosmos,New York,New York,United States,,T1,3,reep_td95e77bc,reep_t7b6de092:New York Cosmos:United States:Q646135 | reep_td95e77bc:New York Cosmos:United States:Q13405481 | reep_te923b234:New York Cosmos:United States:Q133270567
8294,Toronto Blizzard,Toronto,Toronto,Canada,,T1,2,,reep_t0b81c9d9:Toronto Blizzard:Canada:Q1575615 | reep_t32510aa7:Toronto Blizzard:Canada:Q13404889
8296,Vancouver Whitecaps,Vancouver,Vancouver,Canada,,T1,3,,reep_t03645f25:Vancouver Whitecaps:Canada:Q1090574 | reep_t61d9eabc:Vancouver Whitecaps:Canada:Q3567798 | reep_tfade59bd:Vancouver Whitecaps:Canada:Q2008499
8298,San Diego Sockers,San Diego,San Diego,United States,,T1,2,,reep_t56a8cd48:San Diego Sockers:United States:Q2017456 | reep_t8645be1f:San Diego Sockers:United States:Q7413720
8299,Rochester Lancers,Rochester,Rochester,United States,,T1,3,,reep_tc16d466d:Rochester Lancers:United States:Q7353996 | reep_tdb89dc7b:Rochester Lancers:United States:Q2627193 | reep_tfd01867e:Rochester Lancers:United States:Q22025381
8301,Tampa Bay Rowdies,Tampa,Tampa,United States,,T1,2,reep_t378abf65,reep_t378abf65:Tampa Bay Rowdies:United States:Q1046445 | reep_tf2efc3a8:Tampa Bay Rowdies:United States:Q1972199
8303,Tulsa Roughnecks,Tulsa,Tulsa,United States,,T1,2,,reep_tdcd3b230:Tulsa Roughnecks:United States:Q2273722 | reep_tef1d323e:Tulsa Roughnecks:United States:Q16858465
8304,Seattle Sounders,Seattle,Seattle,United States,,T1,2,reep_t104a27c5,reep_t104a27c5:Seattle Sounders:United States:Q2091731 | reep_tda58dadb:Seattle Sounders:United States:Q956200
8305,Edmonton Drillers,Edmonton,Edmonton,Canada,,T1,3,,reep_t378d6d21:Edmonton Drillers:Canada:Q16765359 | reep_t8e930138:Edmonton Drillers:Canada:Q5339038 | reep_tbdd0cdd8:Edmonton Drillers:Canada:Q5339040
8309,Washington Diplomats,Washington-Baltimore,Washington-Baltimore,United States,,T1,2,,reep_t33ca383e:Washington Diplomats:United States:Q17018270 | reep_t482a9b1e:Washington Diplomats:United States:Q1190526
8315,Washington Diplomats 1981,Washington-Baltimore,Washington-Baltimore,United States,,T2a,2,,reep_t33ca383e:Washington Diplomats:United States:Q17018270 | reep_t482a9b1e:Washington Diplomats:United States:Q1190526
8323,Baltimore Bays,Washington-Baltimore,Washington-Baltimore,United States,,T1,3,,reep_t66c38299:Baltimore Bays:United States:Q2019465 | reep_t6fb8c53a:Baltimore Bays:United States:Q16836534 | reep_t87fd9b19:Baltimore Bays:United States:Q4852776
8330,Chicago Mustangs,Chicago,Chicago,United States,,T1,2,,reep_te1ccd014:Chicago Mustangs:United States:Q5095715 | reep_tf431d0cc:Chicago Mustangs:United States:Q1133759
8335,Toronto Falcons,Toronto,Toronto,Canada,,T1,2,,reep_te45e8ea5:Toronto Falcons:Canada:Q20710313 | reep_te4acdd01:Toronto Falcons:Canada:Q1133584
8336,Houston Stars,Houston,Houston,United States,,T1,2,,reep_t5f362ab8:Houston Stars:United States:Q950526 | reep_t863fa518:Houston Stars:United States:Q5916726
8349,Fort Lauderdale Strikers,Miami,Miami,United States,,T1,3,reep_t245505f6,reep_t245505f6:Fort Lauderdale Strikers:United States:Q972741 | reep_t3f651ef9:Fort Lauderdale Strikers:United States:Q2313851 | reep_t9897c08c:Fort Lauderdale Strikers:United States:Q6502565
8351,Miami FC,Miami,Miami,United States,,T1,2,reep_t5d4efdee,reep_t5d4efdee:Miami FC:United States:Q19984972 | reep_td88b7d12:Miami FC:United States:Q25409246
8362,Detroit Express,Detroit,Detroit,United States,,T1,2,,reep_tb0c221c5:Detroit Express:United States:Q1133753 | reep_tf0dc309d:Detroit Express:United States:Q16838299
8379,Philadelphia Fury,Philadelphia,Philadelphia,United States,,T1,2,,reep_t26cf6044:Philadelphia Fury:United States:Q961300 | reep_tf27292ab:Philadelphia Fury:United States:Q19577553
8437,Huracán,Buenos Aires,Buenos Aires,Argentina,1,T2a,3,reep_ta578fa72,reep_t2624f258:Huracán Fútbol Club (Goya):Argentina:Q9005496 | reep_t5e867fd5:Club Atlético Huracán (Posadas):Argentina:Q127687245 | reep_ta578fa72:Club Atlético Huracán:Argentina:Q327172
8446,Talleres,Cordoba,Cordoba,Argentina,1,T2a,2,,reep_t10c42afd:Club Deportivo Talleres:Argentina:Q131395842 | reep_t4ea25fae:Club Atlético Talleres (Frías):Argentina:Q131399221
8461,Quilmes,Quilmes,Buenos Aires,Argentina,2,T2a,2,reep_t96bc7f59,reep_t2d41372b:Club Quilmes (Tres Arroyos):Argentina:Q5774544 | reep_t96bc7f59:Quilmes Atlético Club:Argentina:Q775966
8464,Estudiantes de Buenos Aires,Buenos Aires,Buenos Aires,Argentina,2,T2a,3,,reep_t7a6df576:Club Atlético Estudiantes (Resistencia):Argentina:Q118951641 | reep_t9cec6253:Club Sportivo Estudiantes:Argentina:Q2877409 | reep_tcbce8da0:Club Sportivo Estudiantes:Argentina:Q5848004
8477,CA Colegiales,Munro,Buenos Aires,Argentina,2,T2a,2,reep_ta2b80ec4,reep_t3a068229:Club Atlético Colegiales (Concordia):Argentina:Q5773072 | reep_ta2b80ec4:Club Atlético Colegiales:Argentina:Q2057734
8497,Belgrano AC,Buenos Aires,Buenos Aires,Argentina,,T2a,3,reep_t0a2e55b4,reep_t0a2e55b4:Club Atlético Belgrano:Argentina:Q54810178 | reep_t7e50bf2c:Club Atlético Belgrano (Paraná):Argentina:Q5773033 | reep_te6561923:Club Sportivo Belgrano:Argentina:Q7579610
