Tampa Bay Lightning	Q201864	https://en.wikipedia.org/wiki/Tampa_Bay_Lightning	https://www.wikidata.org/wiki/Q201864	Y
Carolina Hurricanes	Q201857	https://en.wikipedia.org/wiki/Carolina_Hurricanes	https://www.wikidata.org/wiki/Q201857	Y
Columbus Blue Jackets	Q207507	https://en.wikipedia.org/wiki/Columbus_Blue_Jackets	https://www.wikidata.org/wiki/Q207507	Y
New Jersey Devils	Q192081	https://en.wikipedia.org/wiki/New_Jersey_Devils	https://www.wikidata.org/wiki/Q192081	Y
New York Islanders	Q194369	https://en.wikipedia.org/wiki/New_York_Islanders	https://www.wikidata.org/wiki/Q194369	Y
New York Rangers	Q188984	https://en.wikipedia.org/wiki/New_York_Rangers	https://www.wikidata.org/wiki/Q188984	Y
Philadelphia Flyers	Q192083	https://en.wikipedia.org/wiki/Philadelphia_Flyers	https://www.wikidata.org/wiki/Q192083	Y
Pittsburgh Penguins	Q193643	https://en.wikipedia.org/wiki/Pittsburgh_Penguins	https://www.wikidata.org/wiki/Q193643	Y
Washington Capitals	Q204627	https://en.wikipedia.org/wiki/Washington_Capitals	https://www.wikidata.org/wiki/Q204627	Y
Winnipeg Jets	Q576406	https://en.wikipedia.org/wiki/Winnipeg_Jets	https://www.wikidata.org/wiki/Q576406	Y
Calgary Flames	Q194126	https://en.wikipedia.org/wiki/Calgary_Flames	https://www.wikidata.org/wiki/Q194126	Y
Edmonton Oilers	Q205973	https://en.wikipedia.org/wiki/Edmonton_Oilers	https://www.wikidata.org/wiki/Q205973	Y
Vancouver Canucks	Q192890	https://en.wikipedia.org/wiki/Vancouver_Canucks	https://www.wikidata.org/wiki/Q192890	Y
Chicago Blackhawks	Q209636	https://en.wikipedia.org/wiki/Chicago_Blackhawks	https://www.wikidata.org/wiki/Q209636	Y
Colorado Avalanche	Q206297	https://en.wikipedia.org/wiki/Colorado_Avalanche	https://www.wikidata.org/wiki/Q206297	Y
Dallas Stars	Q208652	https://en.wikipedia.org/wiki/Dallas_Stars	https://www.wikidata.org/wiki/Q208652	Y
Minnesota Wild	Q206357	https://en.wikipedia.org/wiki/Minnesota_Wild	https://www.wikidata.org/wiki/Q206357	Y
Nashville Predators	Q207980	https://en.wikipedia.org/wiki/Nashville_Predators	https://www.wikidata.org/wiki/Q207980	Y
St. Louis Blues	Q207735	https://en.wikipedia.org/wiki/St._Louis_Blues	https://www.wikidata.org/wiki/Q207735	Y
Utah Mammoth	Q125520712	https://en.wikipedia.org/wiki/Utah_Mammoth	https://www.wikidata.org/wiki/Q125520712	Y
Anaheim Ducks	Q192751	https://en.wikipedia.org/wiki/Anaheim_Ducks	https://www.wikidata.org/wiki/Q192751	Y
Los Angeles Kings	Q203008	https://en.wikipedia.org/wiki/Los_Angeles_Kings	https://www.wikidata.org/wiki/Q203008	Y
San Jose Sharks	Q206381	https://en.wikipedia.org/wiki/San_Jose_Sharks	https://www.wikidata.org/wiki/Q206381	Y
Seattle Kraken	Q59422166	https://en.wikipedia.org/wiki/Seattle_Kraken	https://www.wikidata.org/wiki/Q59422166	Y
Vegas Golden Knights	Q24725640	https://en.wikipedia.org/wiki/Vegas_Golden_Knights	https://www.wikidata.org/wiki/Q24725640	Y
