sheet_row,team,country,reep_v1_id,reep_v1_label,reep_country,seasons_of_evidence,tier,evidence,in_lookup
,Újpest FC,Hungary,rt9ab1909fda1410,Újpest,Hungary,27,ELIM-name,1998/1999 NB I ELIM-name | 1999/2000 NB I ELIM-name | 2001/2002 NB I ELIM-name | 2002/2003 NB I ELIM-name | 2003/2004 NB I ELIM-name | 2004/2005 NB I ELIM-1,no (table name not in Lookup)
,III. Kerület FC-AT,Hungary,rt9e8c380dd16fdf,III. Kerületi,Hungary,1,ELIM-token,1998/1999 NB I ELIM-token,no (table name not in Lookup)
,Haladás-Milos,Hungary,rt498b5f4844dd6d,Szombathelyi Haladás,Hungary,1,ELIM-token,1998/1999 NB I ELIM-token,no (table name not in Lookup)
,Dunaferr SE,Hungary,rt28ed77e2179a99,Dunaújváros,Hungary,4,ELIM-short,1998/1999 NB I ELIM-short | 1999/2000 NB I ELIM-short | 2001/2002 NB I ELIM-short | 2002/2003 NB I ELIM-short,no (table name not in Lookup)
,Nagykanizsai Olajbányász,Hungary,rt68c6d176a42fda,Nagykanizsai TE,Hungary,1,ELIM-token,1999/2000 NB I ELIM-token,no (table name not in Lookup)
,Balaton FC,Hungary,rt4db166dff36539,Balaton,Hungary,1,ELIM-name,2003/2004 NB I ELIM-name,no (table name not in Lookup)
,KS/Leiftur,Iceland,rt8bebbc876927b2,Leiftur Olafsjordur,Iceland,1,ELIM-1,2000 Besta deild ELIM-1,no (table name not in Lookup)
,Mes Kerman,Iran,rtc2aba68b35fb1d,Mes Kerman,Iran,8,ELIM-name,2006/2007 Persian Gulf Pro League ELIM-name | 2007/2008 Persian Gulf Pro League ELIM-name | 2008/2009 Persian Gulf Pro League ELIM-name | 2009/2010 Persian Gulf Pro League ELIM-name | 2010/2011 Persian Gulf Pro League ELIM-name | 2011/2012 Persian Gulf Pro League ELIM-name,no (table name not in Lookup)
750,Pegah Gilan,Iran,rtb869a6c159b9b4,Damash Gilanian,Iran,1,ELIM-token,2007/2008 Persian Gulf Pro League ELIM-token,yes
,Steel Azin FC,Iran,rtddfc365ab79693,Steel Azin,Iran,2,ELIM-name,2009/2010 Persian Gulf Pro League ELIM-name | 2010/2011 Persian Gulf Pro League ELIM-name,no (table name not in Lookup)
,Saba Qom,Iran,rt452879612c0ca7,Saba Qom,Iran,8,ELIM-name,2009/2010 Persian Gulf Pro League ELIM-name | 2010/2011 Persian Gulf Pro League ELIM-name | 2011/2012 Persian Gulf Pro League ELIM-name | 2012/2013 Persian Gulf Pro League ELIM-name | 2013/2014 Persian Gulf Pro League ELIM-name | 2014/2015 Persian Gulf Pro League ELIM-name,no (table name not in Lookup)
,Naft Tehran,Iran,rt43e4214d722e17,Naft Tehran,Iran,8,ELIM-name,2010/2011 Persian Gulf Pro League ELIM-name | 2011/2012 Persian Gulf Pro League ELIM-name | 2012/2013 Persian Gulf Pro League ELIM-name | 2013/2014 Persian Gulf Pro League ELIM-name | 2014/2015 Persian Gulf Pro League ELIM-name | 2015/2016 Persian Gulf Pro League ELIM-name,no (table name not in Lookup)
,Machine Sazi,Iran,rtd1e9c4d76b8399,Machine Sazi,Iran,4,ELIM-name,2016/2017 Persian Gulf Pro League ELIM-name | 2018/2019 Persian Gulf Pro League ELIM-1 | 2019/2020 Persian Gulf Pro League ELIM-name | 2020/2021 Persian Gulf Pro League ELIM-name,no (table name not in Lookup)
,Shahr Khodro,Iran,rt3757039c7fcf13,Shahr Khodro,Iran,2,ELIM-name,2019/2020 Persian Gulf Pro League ELIM-name | 2020/2021 Persian Gulf Pro League ELIM-name,no (table name not in Lookup)
,Waterford FC,Ireland,rtefc82f20e90425,Waterford,Ireland,7,ELIM-1,2018 Premier Division ELIM-1 | 2019 Premier Division ELIM-1 | 2020 Premier Division ELIM-1 | 2021 Premier Division ELIM-1 | 2024 Premier Division ELIM-1 | 2025 Premier Division ELIM-1,no (table name not in Lookup)
4258,Ironi Kiryat Ata,Israel,rte2b9a58d5639f2,Maccabi Kiryat Ata,Israel,2,ELIM-1,2001/2002 Ligat Ha'al ELIM-1 | 2008/2009 Liga Leumit ELIM-token,yes
4276,Hakoah Maccabi Ramat Gan,Israel,rt08d58fda44796b,Hakoah Ramat Gan,Israel,2,ELIM-1,2006/2007 Ligat Ha'al ELIM-1 | 2008/2009 Ligat Ha'al ELIM-1,yes
,Hapoel Nazareth Illit,Israel,rt3a645f409f25b7,Hapoel Nof HaGalil,Israel,1,ELIM-1,2010/2011 Liga Leumit ELIM-1,no (table name not in Lookup)
4267,Hapoel Katamon,,,,,6,CONFLICT,rt44fae0f5818ac2=Hapoel Jerusalem (1943): 2013/2014 Liga Leumit ELIM-1 | 2015/2016 Liga Leumit ELIM-1 | 2016/2017 Liga Leumit ELIM-1 || rt590190f99d7d6d=Hapoel Jerusalem: 2017/2018 Liga Leumit ELIM-1 | 2018/2019 Liga Leumit ELIM-1 | 2019/2020 Liga Leumit ELIM-1,yes
4530,Bassano Virtus,,,,,6,CONFLICT,rt010c698dcc74b8=Bassano: 2014/2015 Serie C ELIM-short | 2015/2016 Serie C ELIM-short | 2011/2012 Serie C ELIM-short || rt9beb2b783204c2=Virtus Francavilla: 2016/2017 Coppa Italia Serie C ELIM-token | 2017/2018 Serie C ELIM-token || rt53781d85c54a38=Virtus Lanciano: 2010/2011 Serie C ELIM-token,yes
,US Olbia,Italy,rt5175f60221119c,Olbia,Italy,8,ELIM-name,2016/2017 Coppa Italia Serie C ELIM-name | 2017/2018 Serie C ELIM-name | 2018/2019 Serie C ELIM-name | 2019/2020 Coppa Italia Serie C ELIM-name | 2020/2021 Serie C ELIM-name | 2021/2022 Serie C ELIM-name,no (table name not in Lookup)
,San Marino Calcio,Italy,rtf712ca835fc0dd,San Marino Calcio,Italy,5,ELIM-name,2014/2015 Coppa Italia Serie C ELIM-name | 2012/2013 Serie C ELIM-name | 2013/2014 Serie C ELIM-name | 2005/2006 Serie C ELIM-name | 2006/2007 Serie C ELIM-name,no (table name not in Lookup)
,Forli,Italy,rt1ec458c0a5f6cd,Forlì,Italy,3,ELIM-name,2014/2015 Coppa Italia Serie C ELIM-name | 2016/2017 Coppa Italia Serie C ELIM-name | 2025/2026 Serie C ELIM-name,no (table name not in Lookup)
4422,Ischia Isolaverde,Italy,rt199a67d4ed0ac5,Ischia,Italy,2,ELIM-token,2014/2015 Coppa Italia Serie C ELIM-token | 2015/2016 Serie C ELIM-token,yes
4420,Aversa Normanna,Italy,rt3957633d151cec,Real Normanna,Italy,1,ELIM-token,2014/2015 Coppa Italia Serie C ELIM-token,yes
4444,Lupa Castelli Romani,Italy,rt752abc375107d5,Lupa Roma,Italy,1,ELIM-token,2015/2016 Serie C ELIM-token,yes
4449,Unicusano Fondi,Italy,rt732f8de29b02c6,Fondi,Italy,1,ELIM-short,2016/2017 Coppa Italia Serie C ELIM-short,yes
4684,Valle del Giovenco,Italy,rta73811c64268e0,Pescina,Italy,1,ELIM-short,2009/2010 Serie C ELIM-short,yes
,US Fiorenzuola SS,Italy,rtc0c514151de8d2,Fiorenzuola,Italy,1,ELIM-name,2021/2022 Serie C ELIM-name,no (table name not in Lookup)
4485,Pesaro,Italy,rt1fec722b90d59e,Vis Pesaro,Italy,1,ELIM-short,2018/2019 Serie C ELIM-short,yes
,ArzignanoChiampo,Italy,rt3e37c53705327a,Arzignano Valchiampo,Italy,1,ELIM-short,2019/2020 Coppa Italia Serie C ELIM-short,no (table name not in Lookup)
4515,Montevarchi Aquila,Italy,rtc5b5395886f2a9,Aquila Montevarchi,Italy,1,ELIM-token,1999/2000 Serie C ELIM-token,yes
,Siena Siena,Italy,rta7a6f53f0a959f,Siena,Italy,1,ELIM-token,1999/2000 Serie C ELIM-token,no (table name not in Lookup)
,Alzano Virescit,Italy,rt001ebfc98b1b93,AlzanoCene,Italy,3,ELIM-token,2000/2001 Serie C ELIM-token | 2001/2002 Serie C ELIM-token | 2002/2003 Serie C ELIM-token,no (table name not in Lookup)
,Sassari Torres,Italy,rtbcf35bb8f5aa30,Torres,Italy,3,ELIM-token,2003/2004 Serie C ELIM-token | 2004/2005 Serie C ELIM-token | 2005/2006 Serie C ELIM-token,no (table name not in Lookup)
,FC Vittoria,Italy,rt7be90446990e2a,Vittoria,Italy,1,ELIM-name,2004/2005 Serie C ELIM-name,no (table name not in Lookup)
,Torres,Italy,rtbcf35bb8f5aa30,Torres,Italy,3,ELIM-name,2000/2001 Serie C ELIM-name | 2001/2002 Serie C ELIM-name | 2002/2003 Serie C ELIM-name,no (table name not in Lookup)
,AC Martina,Italy,rt35cf8dfa4bb4a6,Martina,Italy,4,ELIM-name,2002/2003 Serie C ELIM-name | 2003/2004 Serie C ELIM-name | 2004/2005 Serie C ELIM-name | 2005/2006 Serie C ELIM-name,no (table name not in Lookup)
,Nagoya Grampus,Japan,rt71906e9b1f6df0,Nagoya Grampus,Japan,18,ELIM-1,2026 J1 100 Year Vision League ELIM-1 | 2008 J-League Cup ELIM-name | 2009 J1 League ELIM-name | 2010 J1 League ELIM-1 | 2011 J-League Cup ELIM-1 | 2012 J1 League ELIM-1,no (table name not in Lookup)
,JEF United Ichihara Chiba,Japan,rtde3c2a40c7ae08,JEF United,Japan,4,ELIM-1,2006 J-League Cup ELIM-1 | 2007 J-League Cup ELIM-1 | 2008 J-League Cup ELIM-token | 2009 J1 League ELIM-token,no (table name not in Lookup)
,FC Astana,,,,,18,CONFLICT,rtf57fdf3d0a4f3b=Astana-64: 2008 Premier League ELIM-short | 2006 Premier League ELIM-short | 2007 Premier League ELIM-short || rt69b50410217aed=Astana: 2012 Premier League ELIM-1 | 2013 Premier League ELIM-1 | 2014 Premier League ELIM-name,no
,FC Zhenis,Kazakhstan,rtbb82ef211bea04,Jenis,Kazakhstan,3,ELIM-short,2024 Premier League ELIM-short | 2025 Premier League ELIM-short | 2026 Premier League ELIM-short,no (table name not in Lookup)
4742,Vostok Altyn,Kazakhstan,rt41c94311555dd6,Vostok,Kazakhstan,1,ELIM-token,2002 Premier League ELIM-token,yes
,FC Zhenis Astana,Kazakhstan,rtf57fdf3d0a4f3b,Astana-64,Kazakhstan,4,ELIM-token,2002 Premier League ELIM-token | 2003 Premier League ELIM-token | 2004 Premier League ELIM-token | 2005 Premier League ELIM-token,no (table name not in Lookup)
4827,JFK Olimps,Latvia,rtefbb356df962f1,Olimps / RFS,Latvia,2,ELIM-token,2005 Virsliga ELIM-token | 2007 Virsliga ELIM-token,yes
4818,SK Dizvanagi,Latvia,rt44702fae733992,Blāzma,Latvia,1,ELIM-short,2006 Virsliga ELIM-short,yes
4814,FK Vindava,Latvia,rt04b42a3b847c39,Vindava Ventspils,Latvia,1,ELIM-token,2008 Virsliga ELIM-token,yes
,JFK Olimps/ASK,Latvia,rtefbb356df962f1,Olimps / RFS,Latvia,1,ELIM-token,2008 Virsliga ELIM-token,no (table name not in Lookup)
4770,FK Jelgava,,,,,15,CONFLICT,rtb3622e2a59dade=FK Jelgava: 2010 Virsliga ELIM-name | 2011 Virsliga ELIM-name | 2012 Virsliga ELIM-name || rtb06bc0a2bf6515=Jelgava: 2023 Virsliga ELIM-name | 2024 Virsliga ELIM-name | 2025 Virsliga ELIM-name,yes
,FK Daugava Riga,Latvia,rt6f554664975c72,Daugava Rīga,Latvia,3,ELIM-name,2012 Virsliga ELIM-name | 2013 Virsliga ELIM-name | 2014 Virsliga ELIM-name,no (table name not in Lookup)
,FC Vilnius,Lithuania,rt1b5b15e1e1d0a4,FC Vilnius,Lithuania,3,ELIM-name,2005 Toplyga ELIM-name | 2006 Toplyga ELIM-name | 2007 Toplyga ELIM-name,no (table name not in Lookup)
4891,FK LKKA-Teledema,Lithuania,rtfc32fcfdad5a60,Atletas,Lithuania,1,ELIM-short,2009 Toplyga ELIM-short,yes
4887,REO Vilnius,Lithuania,rtab994d26db6bf5,Vilnius,Lithuania,1,ELIM-short,2012 Toplyga ELIM-short,yes
4890,FK Lietava,Lithuania,rt3d251196a4f7be,Jonava,Lithuania,1,ELIM-short,2016 Toplyga ELIM-short,yes
4898,Progres Niedercorn,Luxembourg,rtfd0499f7410040,Progrès Niederkorn,Luxembourg,20,ELIM-1,2006/2007 National Division ELIM-1 | 2007/2008 National Division ELIM-1 | 2008/2009 National Division ELIM-1 | 2009/2010 National Division ELIM-1 | 2010/2011 National Division ELIM-1 | 2011/2012 National Division ELIM-1,yes
8116,Cruz Azul Hidalgo,Mexico,rtec4cf25d9027e1,Cruz Azul Hidalgo,Mexico,15,ELIM-name,2008/2009 Liga de Expansión MX ELIM-name | 2009/2010 Liga de Expansión MX ELIM-name | 2010/2011 Liga de Expansión MX ELIM-name | 2011/2012 Liga de Expansión MX ELIM-name | 2012/2013 Liga de Expansión MX ELIM-name | 2010/2011 Liga de Expansión MX ELIM-name,yes
,Pumas Morelos,Mexico,rt18531e7ec46a60,Pumas Morelos,Mexico,13,ELIM-name,2008/2009 Liga de Expansión MX ELIM-name | 2009/2010 Liga de Expansión MX ELIM-name | 2010/2011 Liga de Expansión MX ELIM-name | 2011/2012 Liga de Expansión MX ELIM-name | 2010/2011 Liga de Expansión MX ELIM-name | 2011/2012 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Guerreros Hermosillo,Mexico,rt63a6f25fbbc62b,Guerreros,Mexico,3,ELIM-token,2008/2009 Liga de Expansión MX ELIM-token | 2009/2010 Liga de Expansión MX ELIM-token | 2009/2010 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
8115,Alacranes de Durango,Mexico,rt24d1b3a036ae5c,Durango,Mexico,15,ELIM-short,2008/2009 Liga de Expansión MX ELIM-short | 2009/2010 Liga de Expansión MX ELIM-short | 2010/2011 Liga de Expansión MX ELIM-short | 2022/2023 Liga de Expansión MX ELIM-short | 2004/2005 Liga de Expansión MX ELIM-short | 2005/2006 Liga de Expansión MX ELIM-short,yes
,Celaya FC,Mexico,rt4a07bd8a2991dd,Celaya,Mexico,30,ELIM-name,2011/2012 Liga de Expansión MX ELIM-name | 2012/2013 Liga de Expansión MX ELIM-name | 2013/2014 Liga de Expansión MX ELIM-name | 2014/2015 Liga de Expansión MX ELIM-name | 2015/2016 Liga de Expansión MX ELIM-name | 2016/2017 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Estudiantes Tecos,Mexico,rt20db951a046ab4,Tecos,Mexico,3,ELIM-token,2012/2013 Liga de Expansión MX ELIM-token | 2012/2013 Liga de Expansión MX ELIM-token | 2013/2014 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Cafetaleros Tapachula,Mexico,rtb80c5835610620,Cafetaleros de Chiapas,Mexico,10,ELIM-token,2014/2015 Liga de Expansión MX ELIM-token | 2015/2016 Liga de Expansión MX ELIM-token | 2016/2017 Liga de Expansión MX ELIM-token | 2017/2018 Liga de Expansión MX ELIM-token | 2018/2019 Liga de Expansión MX ELIM-token | 2015/2016 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Murciélagos FC,Mexico,rtc5e43f1b28784f,Murciélagos,Mexico,5,ELIM-name,2015/2016 Liga de Expansión MX ELIM-name | 2016/2017 Liga de Expansión MX ELIM-name | 2015/2016 Liga de Expansión MX ELIM-name | 2016/2017 Liga de Expansión MX ELIM-name | 2017/2018 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Ballenas Galeana,Mexico,rt0ec95075ff9198,Ballenas Galeana,Mexico,1,ELIM-name,2013/2014 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Delfines FC,Mexico,rt3a22b7744ce4de,Delfines,Mexico,1,ELIM-name,2013/2014 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Loros UdeC,Mexico,rtb5dffdb1f4aff1,Loros Universidad,Mexico,1,ELIM-token,2016/2017 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Atlético Morelia,Mexico,rtdc06f2cda0007d,Atlético Morelia,Mexico,12,ELIM-name,2022/2023 Liga de Expansión MX ELIM-name | 2023/2024 Liga de Expansión MX ELIM-name | 2024/2025 Liga de Expansión MX ELIM-name | 2025/2026 Liga de Expansión MX ELIM-name | 2020/2021 Liga de Expansión MX ELIM-name | 2021/2022 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Club Jaiba Brava,Mexico,rtdf0c63cfeb92ea,Jaiba Brava,Mexico,4,ELIM-name,2024/2025 Liga de Expansión MX ELIM-name | 2025/2026 Liga de Expansión MX ELIM-name | 2024/2025 Liga de Expansión MX ELIM-name | 2025/2026 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Universidad de Guadalajara,Mexico,rt40b751ca820a22,Leones Negros UdeG,Mexico,1,ELIM-short,2014/2015 Liga MX ELIM-short,no (table name not in Lookup)
,Atlético Mexiquense,Mexico,rt15bff98c5669a9,Atlético Mexiquense,Mexico,10,ELIM-name,2004/2005 Liga de Expansión MX ELIM-name | 2005/2006 Liga de Expansión MX ELIM-name | 2006/2007 Liga de Expansión MX ELIM-name | 2007/2008 Liga de Expansión MX ELIM-name | 2003/2004 Liga de Expansión MX ELIM-name | 2004/2005 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Lagartos de Tabasco,Mexico,rt06a3b0c8125eda,Tabasco,Mexico,4,ELIM-token,2004/2005 Liga de Expansión MX ELIM-token | 2003/2004 Liga de Expansión MX ELIM-token | 2004/2005 Liga de Expansión MX ELIM-token | 2005/2006 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Tigres Mochis,Mexico,rt104b836ed44247,Tigres Premier,Mexico,4,ELIM-token,2004/2005 Liga de Expansión MX ELIM-token | 2005/2006 Liga de Expansión MX ELIM-token | 2005/2006 Liga de Expansión MX ELIM-token | 2006/2007 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Coyotes de Sonora,Mexico,rt63a6f25fbbc62b,Guerreros,Mexico,1,ELIM-short,2004/2005 Liga de Expansión MX ELIM-short,no (table name not in Lookup)
,Guerreros de Tabasco,Mexico,rt06a3b0c8125eda,Tabasco,Mexico,1,ELIM-token,2005/2006 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Gallos de Tijuana,Mexico,rtc8fdd689394feb,Tijuana,Mexico,1,ELIM-token,2005/2006 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Pegaso Real de Colima,Mexico,rt76bcba6b61fdac,Irapuato,Mexico,1,ELIM-short,2005/2006 Liga de Expansión MX ELIM-short,no (table name not in Lookup)
,Rayados A,Mexico,rt2c12042eb7da79,Monterrey Premier,Mexico,7,ELIM-short,2005/2006 Liga de Expansión MX ELIM-short | 2006/2007 Liga de Expansión MX ELIM-short | 2007/2008 Liga de Expansión MX ELIM-short | 2005/2006 Liga de Expansión MX ELIM-short | 2006/2007 Liga de Expansión MX ELIM-short | 2007/2008 Liga de Expansión MX ELIM-short,no (table name not in Lookup)
,Socio Águila,Mexico,rt5ddb61ded20883,Socio Águila,Mexico,5,ELIM-name,2006/2007 Liga de Expansión MX ELIM-name | 2007/2008 Liga de Expansión MX ELIM-name | 2006/2007 Liga de Expansión MX ELIM-name | 2007/2008 Liga de Expansión MX ELIM-name | 2008/2009 Liga de Expansión MX ELIM-name,no (table name not in Lookup)
,Santos Laguna A,Mexico,rt8fa043e108f45c,Santos Laguna Premier,Mexico,5,ELIM-token,2006/2007 Liga de Expansión MX ELIM-token | 2007/2008 Liga de Expansión MX ELIM-token | 2006/2007 Liga de Expansión MX ELIM-token | 2007/2008 Liga de Expansión MX ELIM-token | 2008/2009 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Académicos Tonalá,Mexico,rt6ea135d16be45b,Académicos,Mexico,5,ELIM-token,2006/2007 Liga de Expansión MX ELIM-token | 2007/2008 Liga de Expansión MX ELIM-token | 2006/2007 Liga de Expansión MX ELIM-token | 2007/2008 Liga de Expansión MX ELIM-token | 2008/2009 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Monarcas Morelia A,Mexico,rt5fcfea324498bb,Monarcas Morelia Premier,Mexico,3,ELIM-token,2006/2007 Liga de Expansión MX ELIM-token | 2006/2007 Liga de Expansión MX ELIM-token | 2007/2008 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Indios Chihuahua,,,,,2,CONFLICT,rt5bded70999191b=Indios: 2007/2008 Liga de Expansión MX ELIM-token || rt5d2afa2afa3b21=Indios Chihuahua: 2008/2009 Liga de Expansión MX ELIM-name,no
,Cruz Azul Oaxaca,Mexico,rt5682fe7c2e29bd,Alebrijes de Oaxaca,Mexico,1,ELIM-token,2003/2004 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Leones de Morelos,Mexico,rt40b751ca820a22,Leones Negros UdeG,Mexico,1,ELIM-token,2003/2004 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
,Dorados de Tijuana,Mexico,rtc8fdd689394feb,Tijuana,Mexico,1,ELIM-token,2005/2006 Liga de Expansión MX ELIM-token,no (table name not in Lookup)
5065,FC Speranţa Crihana Veche,Moldova,rtfb619c3eb1ec35,Speranţa Cahul,Moldova,2,ELIM-token,2012/2013 Super Liga ELIM-token | 2013/2014 Super Liga ELIM-token,yes
,OFK Titograd,Montenegro,rt7a2b1679e5f675,OFK Titograd,Montenegro,3,ELIM-1,2018/2019 First League ELIM-1 | 2019/2020 First League ELIM-1 | 2020/2021 First League ELIM-1,no (table name not in Lookup)
,Fortuna Vlaardingen,Netherlands,rt8519e312718f56,Vlaardingen,Netherlands,6,ELIM-token,1962/1963 Eerste Divisie ELIM-token | 1963/1964 Eerste Divisie ELIM-token | 1969/1970 Eerste Divisie ELIM-1 | 1971/1972 Eerste Divisie ELIM-1 | 1972/1973 Eerste Divisie ELIM-1 | 1973/1974 Eerste Divisie ELIM-1,no (table name not in Lookup)
,SHS,Netherlands,rtb795103791dfce,Holland Sport,Netherlands,2,ELIM-short,1962/1963 Eerste Divisie ELIM-short | 1963/1964 Eerste Divisie ELIM-short,no (table name not in Lookup)
5310,Xerxes,Netherlands,rt7842dd36a40323,XerxesDZB (Zon),Netherlands,1,ELIM-1,1965/1966 Eerste Divisie ELIM-1,yes
,DHC '66,Netherlands,rt38a22c2b68e772,DHC Delft,Netherlands,1,ELIM-1,1966/1967 Eerste Divisie ELIM-1,no (table name not in Lookup)
5280,DS '79,Netherlands,rtf95cfa07ade05e,Dordrecht,Netherlands,9,ELIM-1-blind,1979/1980 Eerste Divisie ELIM-1-blind | 1980/1981 Eerste Divisie ELIM-1-blind | 1981/1982 Eerste Divisie ELIM-1-blind | 1982/1983 Eerste Divisie ELIM-1-blind | 1984/1985 Eerste Divisie ELIM-1-blind | 1985/1986 Eerste Divisie ELIM-1-blind,yes
,Dordrecht '90,Netherlands,rtf95cfa07ade05e,Dordrecht,Netherlands,1,ELIM-token,1990/1991 Eerste Divisie ELIM-token,no (table name not in Lookup)
,BV Veendam,Netherlands,rt9c7e90d3155203,Veendam,Netherlands,14,ELIM-1,1997/1998 Eerste Divisie ELIM-1 | 1998/1999 Eerste Divisie ELIM-1 | 1999/2000 Eerste Divisie ELIM-1 | 2000/2001 Eerste Divisie ELIM-1 | 2001/2002 Eerste Divisie ELIM-1 | 2002/2003 Eerste Divisie ELIM-1,no (table name not in Lookup)
5160,AFC Amsterdam,Netherlands,rtd104338cf668fc,AFC,Netherlands,10,ELIM-1-blind,2016/2017 Tweede Divisie ELIM-1-blind | 2017/2018 Tweede Divisie ELIM-1-blind | 2018/2019 Tweede Divisie ELIM-1-blind | 2019/2020 Tweede Divisie ELIM-1-blind | 2020/2021 Tweede Divisie ELIM-1-blind | 2021/2022 Tweede Divisie ELIM-1-blind,yes
5413,FK Bregalnica,North Macedonia,rtaf057d9dba8c5b,Bregalnica Štip,North Macedonia,3,ELIM-1,2021/2022 First League ELIM-1 | 2022/2023 First League ELIM-token | 2023/2024 First League ELIM-1,yes
,Newry Town FC,Northern Ireland,rte4a3ec273add30,Newry City FC,Northern Ireland,1,ELIM-1,1999/2000 Premiership ELIM-1,no (table name not in Lookup)
5543,IL Hødd,Norway,rtc9fa47d560c196,Hødd,Norway,1,ELIM-1,1995 Eliteserien ELIM-1,yes
5669,Miliarder Pniewy,Poland,rt6156090b138e5c,Sokół Pniewy,Poland,1,ELIM-token,1994/1995 Ekstraklasa ELIM-token,yes
,Olimpia/Lechia Gdańsk,Poland,rt5e8802b1d5eec5,Lechia Gdańsk,Poland,1,ELIM-token,1995/1996 Ekstraklasa ELIM-token,no (table name not in Lookup)
,Sokół Pniewy/Tychy,Poland,rt6156090b138e5c,Sokół Pniewy,Poland,1,ELIM-token,1995/1996 Ekstraklasa ELIM-token,no (table name not in Lookup)
,Sokół Tychy,Poland,rt6156090b138e5c,Sokół Pniewy,Poland,1,ELIM-token,1996/1997 Ekstraklasa ELIM-token,no (table name not in Lookup)
,OKS 1945 Olsztyn,Poland,rt07e3c2fb7d7695,MOKS Stomil Olsztyn,Poland,2,ELIM-1,2000/2001 Ekstraklasa ELIM-1 | 2001/2002 Ekstraklasa ELIM-1,no (table name not in Lookup)
,Olimpia Elblag,Poland,rte6a9d3a9aa4650,Olimpia Elbląg,Poland,1,ELIM-name,2011/2012 I Liga ELIM-name,no (table name not in Lookup)
5779,KP Polkowice,Poland,rt61414ccf50f862,Górnik Polkowice,Poland,1,ELIM-token,2011/2012 I Liga ELIM-token,yes
5732,Energetyk ROW,Poland,rtfa81d5e5249c36,ROW Rybnik,Poland,1,ELIM-1,2013/2014 I Liga ELIM-1,yes
5813,Tłoki Gorzyce,Poland,rt3d5fedbf98d3ad,Tloki,Poland,1,ELIM-1,2001/2002 I Liga ELIM-1,yes
5866,CF Belenenses,,,,,27,CONFLICT,rtb0da652c063bef=CF Os Belenenses: 2022/2023 Liga 3 ELIM-token | 2024/2025 Liga 3 ELIM-token | 2025/2026 Liga 3 ELIM-token || rtf4038c3c175485=Belenenses: 2000/2001 Primeira Liga ELIM-1 | 2001/2002 Primeira Liga ELIM-1 | 2002/2003 Primeira Liga ELIM-1,yes
,AVS Futebol SAD,Portugal,rtec360ee92bc8e1,AVS,Portugal,3,ELIM-name,2023/2024 Segunda Liga ELIM-name | 2024/2025 Primeira Liga ELIM-name | 2025/2026 Primeira Liga ELIM-name,no (table name not in Lookup)
908,Lekhwiya,Qatar,rtb40f0e4d4bfdc4,Al Duhail,Qatar,6,ELIM-1-blind,2011/2012 Stars League ELIM-1-blind | 2012/2013 Stars League ELIM-1-blind | 2013/2014 Stars League ELIM-1-blind | 2014/2015 Stars League ELIM-1-blind | 2015/2016 Stars League ELIM-1-blind | 2016/2017 Stars League ELIM-1-blind,yes
6103,Farul Constanţa,,,,,21,CONFLICT,rt0a64f7b6262c83=Farul Constanţa: 2002/2003 Liga I ELIM-name | 2003/2004 Liga I ELIM-name | 2004/2005 Liga I ELIM-name || rt7b60d587601c15=FCV Farul Constanţa: 2021/2022 Liga I ELIM-1 | 2022/2023 Liga I ELIM-1 | 2023/2024 Liga I ELIM-token,yes
,Politehnica AEK Timisoara,Romania,rtc15fa7a7800c2b,Politehnica Timişoara,Romania,2,ELIM-token,2002/2003 Liga I ELIM-token | 2003/2004 Liga I ELIM-token,no (table name not in Lookup)
,FC Politehnica Iaşi,Romania,rta80b1e554691fd,FC Politehnica Iaşi,Romania,6,ELIM-name,2004/2005 Liga I ELIM-name | 2005/2006 Liga I ELIM-name | 2006/2007 Liga I ELIM-name | 2007/2008 Liga I ELIM-name | 2008/2009 Liga I ELIM-name | 2009/2010 Liga I ELIM-name,no (table name not in Lookup)
